"BALANCE","BALANCE_FREQUENCY","PURCHASES","ONEOFF_PURCHASES","INSTALLMENTS_PURCHASES","CASH_ADVANCE","PURCHASES_FREQUENCY","ONEOFF_PURCHASES_FREQUENCY","PURCHASES_INSTALLMENTS_FREQUENCY","CASH_ADVANCE_FREQUENCY","CASH_ADVANCE_TRX","PURCHASES_TRX","CREDIT_LIMIT","PAYMENTS","MINIMUM_PAYMENTS","PRC_FULL_PAYMENT","Cluster"
445.409094,1,307.11,163.29,143.82,0,0.833333,0.25,0.666667,0,0,12,1500,467.844102,171.370838,0,2
2608.143732,1,207.68,207.68,0,189.874314,0.083333,0.083333,0,0.083333,1,1,3000,1243.840314,638.679282,0,3
1076.571029,1,45.65,45.65,0,48.730842,0.083333,0.083333,0,0.083333,1,1,1200,299.78995,374.377774,0,1
1095.27596,1,119,119,0,54.739913,0.083333,0.083333,0,0.25,3,1,1200,365.05305,540.656023,0,3
328.242971,1,1555.66,1023.9,531.76,0,1,0.25,1,0,0,26,3500,1052.275904,206.423078,0,2
1688.534078,1,280,280,0,49.117804,0.166667,0.166667,0,0.083333,1,3,1800,547.982657,664.585302,0,3
1048.067171,1,0,0,0,158.347647,0,0,0,0.25,3,0,1200,369.895952,281.091657,0,1
554.289791,1,90,90,0,0,0.083333,0.083333,0,0,0,1,7000,414.117463,189.979169,0,1
39.37618,1,256.5,0,256.5,0,0.75,0,0.666667,0,0,9,1200,164.37267,131.106729,0.166667,2
1005.332554,1,0,0,0,19.503826,0,0,0,0.083333,1,0,1200,347.446739,425.777184,0,1
864.975705,1,66.7,66.7,0,75.254745,0.083333,0.083333,0,0.083333,1,1,1000,413.167127,240.517311,0,1
2683.746154,1,130,130,0,0,0.083333,0.083333,0,0,0,1,4500,610.42602,891.684832,0,3
1747.11949,1,285.45,285.45,0,1429.489972,0.333333,0.333333,0,0.416667,7,10,3000,420.862309,389.633098,0,3
601.369472,1,35.8,35.8,0,0,0.083333,0.083333,0,0,0,1,750,255.502079,217.074658,0,1
206.305547,1,1594,1084,510,0,0.333333,0.25,0.166667,0,0,10,4500,1605.613993,119.213806,0.090909,2
1549.600093,1,0,0,0,181.45033,0,0,0,0.083333,1,0,5000,793.363907,498.013895,0,3
1850.509525,1,0,0,0,218.731138,0,0,0,0.416667,5,0,2000,498.436823,401.48809,0,3
510.233775,1,436.74,436.74,0,0,0.333333,0.333333,0,0,0,5,3500,484.285337,239.690542,0,2
683.971012,0.909091,294,145,149,281.669381,0.5,0.083333,0.416667,0.166667,2,7,3500,1578.37444,174.83612,0.1,2
297.985886,1,116.18,7.78,108.4,0,0.416667,0.083333,0.333333,0,0,5,1000,1178.583629,206.812783,0.083333,1
1386.020611,1,0,0,0,2168.900998,0,0,0,0.166667,5,0,6000,1736.121099,450.598141,0,3
417.878821,1,364,364,0,0,0.083333,0.083333,0,0,0,4,5000,1039.551142,211.317636,0,1
857.843162,1,0,0,0,2132.754414,0,0,0,0.333333,6,0,7500,980.396237,272.696099,0,3
987.584177,1,0,0,0,185.647722,0,0,0,0.083333,2,0,1200,448.68922,251.520629,0,1
1306.436456,1,0,0,0,309.560735,0,0,0,0.25,4,0,1500,349.408692,427.330636,0,3
2847.608209,1,1399.05,383.05,1016,0,0.75,0.166667,0.583333,0,0,10,7500,1094.003828,888.841589,0,2
2861.137399,1,0,0,0,265.06559,0,0,0,0.083333,1,0,3000,752.365473,786.946437,0,3
1931.821799,1,120,120,0,0,0.083333,0.083333,0,0,0,1,2100,476.682076,751.902022,0,1
269.309231,1,280.25,0,280.25,0,0.916667,0,0.916667,0,0,19,2500,176.415802,184.470935,0,2
6.903243,0.727273,145.01,0,145.01,0,0.75,0,0.75,0,0,9,3000,162.930205,66.97684,0.142857,1
20.889413,0.636364,244.2,0,244.2,0,0.333333,0,0.25,0,0,4,4000,541.817138,72.261438,0,1
1114.122532,1,348.47,224.31,124.16,99.20189,0.583333,0.166667,0.416667,0.083333,1,9,1200,631.49296,668.171959,0,2
348.965773,1,1019.4,444.4,575,0,1,0.25,1,0,0,25,1000,214.987376,176.525876,0.25,2
949.259857,1,0,0,0,59.80774,0,0,0,0.166667,2,0,1000,169.264551,247.985446,0,1
1786.707643,1,0,0,0,1835.162486,0,0,0,0.25,3,0,3000,1612.796944,419.392234,0,3
971.681565,1,133.31,0,133.31,148.475392,0.583333,0,0.583333,0.166667,2,1,1000,496.155153,716.223809,0,1
214.610294,1,496,0,496,0,1,0,0.833333,0,0,12,2500,739.051121,187.9353,0.083333,2
4.620029,1,59.67,0,59.67,0,0.916667,0,0.916667,0,0,11,3000,60.665896,67.379671,0,2
32.779456,1,212.58,160.48,52.1,279.524631,0.5,0.333333,0.166667,0.416667,5,8,1500,338.58363,115.81103,0.2,1
2191.369256,1,1197.2,869.06,328.14,0,0.666667,0.333333,0.416667,0,0,13,4500,1643.269684,603.954203,0,2
867.728471,1,41.07,0,41.07,0,0.25,0,0.25,0,0,3,3000,1409.282903,233.788637,0,1
77.273142,0.818182,963.61,0,963.61,0,0.833333,0,0.833333,0,0,14,3500,1218.480845,162.680718,0.2,2
2372.842569,1,218,218,0,0,0.333333,0.333333,0,0,0,4,6500,529.808323,526.403412,0,3
3597.728209,1,1043,0,1043,836.723952,0.583333,0,0.5,0.083333,1,7,6000,1222.771295,913.580145,0,2
1037.653522,1,584.4,0,584.4,0,1,0,1,0,0,12,1200,572.911937,519.80399,0,2
55.58459,0.818182,395.05,150.05,245,0,0.416667,0.25,0.166667,0,0,6,5500,531.9538,81.364934,0.111111,2
1548.224072,1,696.63,696.63,0,0,0.083333,0.083333,0,0,0,2,1800,588.329981,918.350562,0,3
1547.154381,1,0,0,0,39.346045,0,0,0,0.166667,2,0,1700,438.446345,738.273311,0,3
1096.949604,1,227.55,227.55,0,0,0.083333,0.083333,0,0,0,2,2500,397.836763,352.17313,0,1
2596.455261,1,0,0,0,1689.711942,0,0,0,0.083333,1,0,3000,714.50351,818.65483,0,3
27.263365,1,231,0,231,0,0.916667,0,0.833333,0,0,11,5000,174.589426,151.412643,0.181818,2
1727.295159,1,719.76,626.53,93.23,0,0.583333,0.166667,0.416667,0,0,12,1800,724.437944,732.309926,0,2
144.129221,0.727273,949.59,272,677.59,0,0.5,0.25,0.333333,0,0,11,4000,999.711434,121.912794,0.1,2
1770.072581,1,0,0,0,781.616559,0,0,0,0.083333,1,0,2500,1390.781416,845.927334,0,3
200.971458,1,569.68,291.7,277.98,0,0.333333,0.083333,0.25,0,0,10,4000,311.300085,128.751781,0,2
2138.185971,1,45.65,45.65,0,0,0.083333,0.083333,0,0,0,1,2500,728.892219,755.461023,0,3
1426.870236,1,0,0,0,98.687898,0,0,0,0.083333,1,0,1500,324.97095,642.629679,0,1
120.964472,1,0,0,0,916.399522,0,0,0,0.083333,1,0,1200,997.765267,113.248946,0.083333,1
1094.221693,1,35,35,0,18.804195,0.083333,0.083333,0,0.083333,1,2,1200,348.094372,493.967774,0,1
3143.23132,1,255.08,129.52,125.56,0,0.416667,0.166667,0.333333,0,0,11,5500,734.825068,841.525188,0,2
1392.814234,1,845.51,773.17,72.34,0,0.416667,0.333333,0.083333,0,0,7,1700,622.228025,451.616978,0,2
910.682404,1,0,0,0,1435.307385,0,0,0,0.166667,4,0,1500,1687.978206,288.284812,0.083333,3
2767.251585,1,0,0,0,993.847669,0,0,0,0.166667,2,0,6000,790.443616,613.432586,0,3
661.135323,1,568.81,141.69,427.12,618.55338,0.75,0.083333,0.666667,0.166667,2,10,1700,239.759567,208.2926,0,2
15.730229,1,163.24,55,108.24,0,1,0.083333,1,0,0,13,1200,179.844127,129.984859,0.166667,2
177.268927,0.636364,429.88,429.88,0,0,0.25,0.25,0,0,0,4,7000,1590.946442,133.273654,0.25,2
1438.46998,1,0,0,0,88.409075,0,0,0,0.083333,1,0,1500,298.435921,366.90327,0,1
746.693629,1,615.2,0,615.2,0,1,0,0.916667,0,0,16,1000,1693.123192,815.025567,0.083333,2
1920.231187,1,167.08,167.08,0,132.902662,0.166667,0.166667,0,0.166667,2,2,2300,625.532634,472.309554,0,3
198.31397,0.909091,487.61,487.61,0,0,0.166667,0.166667,0,0,0,8,3000,90.1719,198.000106,0,1
1376.24407,1,0,0,0,501.208665,0,0,0,0.25,4,0,1500,685.228947,339.660618,0,3
931.047119,1,494,444,50,0,0.333333,0.25,0.083333,0,0,7,4000,415.139393,354.783499,0,2
2135.365916,1,0,0,0,1884.671403,0,0,0,0.166667,3,0,3000,565.655851,659.678948,0,3
584.287125,0.818182,0,0,0,918.151142,0,0,0,0.083333,2,0,1000,1029.191073,277.371035,0.125,1
697.525591,1,462.38,45.65,416.73,345.3272,0.5,0.083333,0.5,0.083333,1,12,1000,134.938594,376.703445,0,2
112.973151,1,0,0,0,152.483846,0,0,0,0.083333,1,0,6000,552.938783,207.920808,0,1
1738.553751,1,0,0,0,90.195376,0,0,0,0.166667,3,0,1800,440.33622,581.499966,0,3
1455.84622,1,592.82,450.49,142.33,433.604875,0.75,0.333333,0.5,0.333333,5,15,1500,1226.999404,546.45889,0,2
2492.985289,1,74.5,0,74.5,751.596843,0.083333,0,0.083333,0.333333,7,1,2500,1577.510657,997.74591,0,3
1117.368286,1,972.38,0,972.38,0,1,0,1,0,0,21,1900,667.050505,538.835764,0,2
965.605202,1,215,215,0,0,0.25,0.25,0,0,0,3,1000,398.080493,718.175953,0,1
1708.478796,1,1406.14,993,413.14,0,1,0.416667,0.916667,0,0,27,6500,449.234708,571.97134,0,2
22.794308,0.636364,12,12,0,0,0.083333,0.083333,0,0,0,1,1600,119.909635,85.190203,0,1
937.434519,1,1124.88,1085.63,39.25,0,0.416667,0.333333,0.083333,0,0,9,2500,993.196174,252.572491,0,2
1695.84301,1,317.4,64.9,252.5,215.132661,0.25,0.083333,0.25,0.333333,4,5,1800,708.699641,1118.084153,0,3
1075.401912,1,150,150,0,0,0.083333,0.083333,0,0,0,1,1200,224.135558,443.646049,0,1
26.485924,1,256.44,0,256.44,0,0.666667,0,0.666667,0,0,12,1500,235.328971,162.324595,0.166667,2
950.717606,0.909091,0,0,0,1304.763283,0,0,0,0.166667,3,0,1500,1441.710359,263.781591,0,3
1229.938869,1,699.96,412.47,287.49,0,0.333333,0.166667,0.166667,0,0,9,2250,1333.446631,240.345071,0,2
